,S No.,Value Date,Transaction Date,Cheque Number,Transaction Remarks,Withdrawal Amount (INR ),Deposit Amount (INR ),Balance (INR ),
,304,06/02/2019,06/02/2019,-,ACH/COROMANDEL INTERNATI/2447192                  ,0,21,,
,305,11/02/2019,11/02/2019,-,ACH/SIEMENSFINDIV 2018/SN00109792IN30267934786175 ,0,21,,
,306,11/02/2019,11/02/2019,-,ACH/IIFL Holdings Limite/35988                    ,0,10,,
,307,12/02/2019,12/02/2019,-,APBS/BLPGCM111418DT1002/970795279                 ,0,162.14,,
,308,14/02/2019,14/02/2019,-,ACH/Info-Edge India Limi/22427                    ,0,4.5,,
,309,14/02/2019,14/02/2019,-,ACH/HCL TECHNOLOGIES LIM/0000000000000000000000001,0,14,,
,310,14/02/2019,14/02/2019,-,ACH/NTPC LIMITED/000000000000000000000000486954   ,0,175.42,,
,311,16/02/2019,16/02/2019,-,ACH/INDIABULLS HOUSING/4286017                    ,0,20,,
,312,16/02/2019,16/02/2019,-,ACH/CHOLAMANDALAM INVEST/2238824                  ,0,4.5,,
,313,18/02/2019,18/02/2019,-,ACH/HERO MOTOCORP LTD./3201353                    ,0,110,,
,314,18/02/2019,18/02/2019,-,ACH/CARBORUNDUM UNIVERSA/2618401                  ,0,10.5,,
,315,18/02/2019,18/02/2019,-,ACH/DCM SHRIRAM LIMITED/00000000000000000000000001,0,12.6,,
,316,20/02/2019,20/02/2019,-,ACH/Hindustan Petroleum/229253                    ,0,78,,
,317,20/02/2019,20/02/2019,-,ACH/EID PARRY (INDIA) LI/3139460                  ,0,22,,
,318,20/02/2019,20/02/2019,-,ACH/GODREJ CONSUMER PROD/85571                    ,0,6,,
,319,20/02/2019,20/02/2019,-,ACH/BALRAMPURCHINIMILLS/1265403                   ,0,45,,
,320,21/02/2019,21/02/2019,-,ACH/BHEL/10862759                                 ,0,33,,
,321,21/02/2019,21/02/2019,-,ACH/BALKRISHNAINDUSTRIES/2145293                  ,0,6,,
,322,22/02/2019,22/02/2019,-,ACH/GAIL (INDIA) LTD./0000000000000000000000001069,0,37.5,,
,323,22/02/2019,22/02/2019,-,ACH/ENGINEERS INDIA LTD/4249914                   ,0,55.25,,
,324,22/02/2019,22/02/2019,-,ACH/VIP Industries Limit/72583                    ,0,13.2,,
,325,22/02/2019,22/02/2019,-,ACH/TI FINANCIAL HOLDING/3515416                  ,0,2.4,,
,326,22/02/2019,22/02/2019,-,ACH/TUBE INVESTMENTS OF/5316681                   ,0,17.5,,
,327,26/02/2019,26/02/2019,-,ACH/SFI INT1 DIV 2019/WNA922181-9 CLIN302679347861,0,5,,
,328,28/02/2019,28/02/2019,-,ACH/BEL INT DIV 2018-19/IN30267934786175          ,0,3.9,,
,329,28/02/2019,28/02/2019,-,ACH/All Cargo Logistics/50029                     ,0,52.5,,
,330,28/02/2019,28/02/2019,-,ACH/AUROBINDO PHARMA LIM/5136588                  ,0,3.75,,
,332,04/03/2019,04/03/2019,-,ACH/MFL INTDIV Q4 FY1819/194085976                ,0,5.5,,
,333,05/03/2019,05/03/2019,-,ACH/NHPC LIMITED/15545876                         ,0,56.8,,
,334,05/03/2019,05/03/2019,-,ACH/BHARAT PETROLEUM COR/BPCLIN30267934786175     ,0,88,,
,335,05/03/2019,05/03/2019,-,ACH/Procter & Gamble Hyg/29653                    ,0,40,,
,336,06/03/2019,06/03/2019,-,"ACH/Marico Limited,/72090                         ",0,28,,
,337,06/03/2019,06/03/2019,-,ACH/Cummins India Limite/65835                    ,0,28,,
,338,06/03/2019,06/03/2019,-,ACH/GILLETTE INDIA LIMIT/IN30267934786175         ,0,19,,
,339,07/03/2019,07/03/2019,-,ACH/CARE RATINGS LIMITED/3338628                  ,0,12,,
,340,07/03/2019,07/03/2019,-,ACH/OIL AND NATURAL GAS/00000000000000000000000056,0,168,,
,341,08/03/2019,08/03/2019,-,ACH/OIL INDIA LIMITED/6102492                     ,0,85,,
,342,12/03/2019,12/03/2019,-,ACH/HDFCASSET MANAGEMENT/423819                   ,0,156,,
,344,18/03/2019,18/03/2019,-,ACH/VEDANTA LIMITED/9667806                       ,0,59.2,,
,346,19/03/2019,19/03/2019,-,ACH/REC LIMITED/7160011                           ,0,220,,
,347,22/03/2019,22/03/2019,-,ACH/TVS MOTOR COMPANY L/N17060541633              ,0,8,,
,348,22/03/2019,22/03/2019,-,ACH/HDFC LIFE INSURANCE/1721243                   ,0,9.78,,
,349,22/03/2019,22/03/2019,-,ACH/POWER GRID CORPORATI/25458543                 ,0,204.05,,
,350,25/03/2019,25/03/2019,-,ACH/BEL 2INTDIV 2018-19/IN30267934786175          ,0,9.1,,
,351,25/03/2019,25/03/2019,-,ACH/HDFC INTERIM DIV 201/0000000000000000000000001,0,31.5,,
,352,25/03/2019,25/03/2019,-,ACH/NTPC LIMITED/3469769                          ,0,16.93,,
,353,26/03/2019,26/03/2019,-,ACH/HUDCO LIMITED/00000000000000000000,0,21.6,,
,,,,,0000251534  ,,,,
,354,27/03/2019,27/03/2019,-,ACH/WIPRO LTD/8913005                             ,0,87.61,,
,355,28/03/2019,28/03/2019,-,ACH/NATIONAL ALUMINIUM C/1927258                  ,0,216,,
,356,28/03/2019,28/03/2019,-,ACH/ACCLTD/70676                                  ,0,42,,
,357,29/03/2019,29/03/2019,-,APBS/BLPGCM127857DT2803/1007889813                ,0,203.51,,
,358,29/03/2019,29/03/2019,-,ACH/COAL INDIA LTD/000000000000000000000000572620 ,0,181,,
,359,30/03/2019,30/03/2019,-,ACH/NLC INDIA LIMITED/NLCIN30267934786175         ,0,108.72,,
,360,30/03/2019,30/03/2019,-,ACH/INDIAN OIL CORPN LTD/7002529                  ,0,30,,
